F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
4.1982,1.4048,-164.876,854.07,13.011,720.75,0,7326.98,-7684.92,0,-5.064,-1.46,13.256,9.5288,5.27132,28.68,5.4771,3181.04,-63.13,2.7573,-10.71,True
6.0027,2.624,-185.8,1072.86,13.3389,1192.17,0,7411.11,-11652.12,0,-6.561,-0.46,15.502,9.8014,5.4002,-1144.72,7.2408,3558.94,597.77,1.5531,,True
6.96,2.406,-163.928,1112.55,11.23989,951.18,1,7390,-11503.89,1,-3.4695,-1.46,14.216,10.69,6.2294,-1347.18,11.328,3419.91,493.87,4.104,,True
4.8195,1.3408,-217.82,444.67,11.012685,588.96,0,7463.18,-11840.52,0,-1.7571,-1.46,17.5051,10.2154,7.764,-1847.12,5.6094,3419.33,265.97,3.7584,,True
7.224,0.9356,-176.424,1124.59,11.012512,673.35,1,7900.22,-11645.82,1,-1.2318,-0.46,23.429,9.7436,6.8596,-1657.76,7.8342,3328.88,874.97,1.5663,,False
5.5926,1.3822,-185.22,1328.57,13.2252,893.079,1,7439.618,-12292.32,0,-2.4924,-0.46,16.8548,11.558,6.2468,-1615.98,18.228,3355.355,800.18,5.055,,False
7.452,0.6752,-171.032,1572.47,11.3151,1280.97,0,7499.5,-11679.12,0,-1.2585,-1.46,15.304,11.372,8.368,-1369.8,5.9487,3829.64,1286.77,1.9047,,False
5.7708,3.3,-164.24,1288.87,11.8083,901.47,0,7454.16,-11670.42,1,-1.9116,-1.46,12.349,13.056,6.5618,-1523.434,7.3245,3352.652,542.57,3.5718,,False
4.5738,1.4796,-225.38,1662.77,11.5326,889.674,0,7445.014,-13769.82,1,-1.1553,-0.46,18.186,9.552,7.324,-2045.52,10.134,3462.15,698.69,3.4944,-10.31,False
7.848,7.542,-178.9,1056.433,11.18973,1147.95,0,7359.62,-11667.72,0,-5.265,-1.46,18.56,10.8024,6.432,-1456.4,6.5196,3660.14,733.56,1.0821,,False
8.79,1.9278,-160.696,1434.77,13.2099,884.22,1,7483.54,-11581.11,0,-1.4775,-1.46,20.233,9.6384,7.688,-1679.8,5.8983,3248.74,678.22,2.8647,,False
6.342,1.0094,-189.3,820.67,11.011583,575.79,0,7569.24,-12236.52,1,-1.8465,-1.46,16.1664,9.4222,6.1874,-3489.32,7.8456,3487.34,-301.93,3.4209,-10.51,True
4.4643,0.885,-157.895,867.67,11.01002,842.865,0,7349.26,-11604.12,0,-1.467,-1.46,18.616,11.042,5.645,-1477.76,9.168,3375.87,29.87,6.288,,True
3.6366,2.286,-202.86,446.27,13.0671,829.02,0,7422.2,-9646.92,1,-1.6467,-0.46,21.596,10.371,5.3276,-1303.52,9.909,3342.21,765.83,9.552,-9.94,False
6.879,0.95,-168.546,-393.03,11.26941,-606.93,0,7395.16,-11665.02,0,-0.89448,-1.46,16.2889,9.7292,5.3338,-2591.72,9.276,3301.19,-741.93,1.3995,-8.95,True
6.0282,2.296,-184.98,1065.009,15.954,-941.73,0,7301.4,-11922.42,0,-2.3388,-0.46,17.4465,13.328,5.433,-1610.6,6.5724,3411.67,463.27,0.95637,,True
3.6501,2.0534,-172.862,235.87,11.3193,715.38,1,7443.742,-14527.92,0,-1.3668,-0.46,15.759,10.0034,7.978,-2208.52,5.29422,2975.84,243.87,7.218,,True
5.7351,2.308,-165.85,1326.87,12.4839,848.709,0,7436.398,-11883.12,1,-1.497,-0.46,12.562,9.6442,5.3334,-1711.28,7.599,3317.53,671.59,3.0408,-9.04,False
3.7404,3,-222.7,1112.28,16.17,850.578,1,7411.02,-17713.92,0,-4.476,-1.46,21.52,10.5666,7.542,-1741.12,7.74,3429.66,815.62,5.964,,True
6.855,5.894,-167.158,1453.37,13.6821,1087.56,1,7369.56,-11451.48,0,-1.2678,-0.46,19.776,16.64,6.0952,-1469.66,6.6468,3641.64,607.07,2.7195,,True
3.59298,1.7068,-194.56,1202.97,11.019537,777.69,1,7566.06,-22609.92,0,-2.6346,-1.46,11.809,10.0936,7.338,-2165.72,10.149,3347.12,840.97,4.467,-9.26,False
4.674,2.988,-182.48,1155.71,17.742,1424.97,1,7439.724,-11688.12,0,-9.084,-0.46,14.346,11.746,7.536,-1172.92,10.11,3473.64,626.78,2.9967,-10.16,False
4.5852,0.611,-165.318,-2032.03,11.8212,856.578,1,7533.98,-11267.55,0,-0.91395,-0.46,22.509,11.982,8.05,-1309.52,11.49,3441.51,2211.07,5.247,,False
6.801,0.9444,-321.22,961.59,11.08884,128.37,0,7452.14,-11566.68,0,-5.655,-0.46,15.621,9.7286,7.302,-1861.12,5.19819,3054.94,597.67,1.6239,-9.72,False
9.858,2.61,-177.33,1063.431,11.21742,1695.57,0,7446.142,-11131.65,0,-10.14,-0.46,10.292,11.276,5.3422,-1211.32,5.7888,3405.87,484.17,1.2153,-9.69,True
8.37,4.534,-159.772,-6.03,11.18256,721.05,0,7372.22,-11411.13,0,-1.467,-0.46,12.128,11.244,5.9536,-1704.7,8.31,3373.35,592.37,7.284,-8.7,True
3.6324,2.868,-181.78,868.57,11.011894,620.91,1,7228.42,-16993.92,0,-3.846,-0.46,15.006,10.9552,7.502,-1819.32,15.39,3364.857,758.79,4.338,,False
5.7276,6.798,-207.04,325.77,11.011475,-924.63,0,7365.64,-11394.66,0,-1.9893,-1.46,20.028,9.4332,5.8592,-2056.12,5.8527,3478.14,661.3,1.3053,-9.72,True
4.9401,2.7,-203.46,1431.17,12.9096,1020.18,0,7438.404,-11497.56,1,-2.6409,-1.46,16.4395,17.02,7.834,-1465.6,5.9235,3794.44,185.37,5.979,-10.22,True
9.792,1.3206,-172.37,1184.37,11.8065,932.85,1,7485.46,-11371.44,0,-2.5671,-0.46,17.5952,9.7186,7.027,-972.52,5.7558,3389.18,727.351,6.06,,False
6.1062,4.862,-159.1044,1079.61,12.8964,917.58,1,7484.32,-11366.82,0,-14.505,-0.46,23.663,9.5558,6.8426,-616.92,16.581,3402.45,529.87,11.631,-11.68,True
5.6286,4.156,-180,-1.03,11.038566,792.6,0,7434.94,-11821.62,0,-1.1304,-1.46,15.525,10.4398,6.059,-1948.52,7.4778,3329.61,537.27,11.97,,True
3.7701,4.028,-168.814,972.14,11.10582,693.33,0,7288.08,-15667.92,0,-7.536,-0.46,20.409,11.726,5.4866,-1657.86,8.826,3464.54,758.49,4.485,-7.93,False
5.7867,0.7038,-163.128,1269.27,11.010112,912.51,0,7459.36,-11206.17,1,-3.5514,-1.46,17.02645,10.6558,6.1762,-1345.02,11.577,3329.45,-1684.93,11.058,-9.39,False
6.318,2.424,-211,971.67,12.8691,845.403,1,7433.232,-11407.38,1,-7.926,-0.46,9.163,9.7626,5.2755,-1068.12,14.88,3413.1,750.63,9.483,-10.72,True
4.047,1.3784,-159.4758,959.91,14.085,-1328.73,0,7426.704,-14926.92,1,-6.156,-0.46,11.592,14.468,8.146,-1679.34,7.233,3420.43,701.17,1.2267,-9.2,False
3.4701,0.9424,-214.26,489.87,11.010193,702.93,1,8278.82,-7549.92,1,-2.1534,-1.46,17.8344,12.098,6.1084,-1394.96,8.754,3501.94,-96.53,2.9064,-10.3,True
4.8114,1.2544,-158.6,951.67,15.348,329.07,0,7536.8,-10843.92,0,-6.531,-1.46,12.863,9.4358,7.222,-572.32,6.4545,3590.54,247.07,1.2138,-8.99,True
4.2828,3.08,-198.58,942.87,13.7235,-3098.43,0,7422.516,-11403.54,0,-8.541,-1.46,21.536,11.796,5.4302,-1542.57,16.221,3374.39,672.34,0.97488,,True
6.2286,2.886,-190.14,1601.37,11.06478,1034.67,1,7423.708,-11243.52,1,-1.3617,-1.46,11.823,9.705,6.9022,-881.72,5.6346,3009.74,631.53,3.1686,-9.38,False
8.448,3.452,-186.58,1148.62,11.3889,1439.97,0,7616.62,-11595.93,1,-4.671,-0.46,13.081,9.206,6.1176,571.48,9.837,3518.34,637.99,1.8882,,True
5.9997,5.632,-178.96,1421.97,11.010814,893.847,1,7703.42,-11175.21,0,-0.94242,-1.46,10.454,16.226,5.7024,-1471.54,8.0391,3350.84,620.57,8.499,-10.04,False
6.6,5.068,-168.524,254.27,18.108,646.98,1,7388.12,-11696.52,1,-2.0001,-1.46,28.87,10.0728,5.18478,-2209.52,8.0025,3491.44,511.07,6.51,,True
9.171,7.916,-163.878,894.37,11.020932,425.37,1,7345.16,-11845.92,1,-2.3904,-1.46,22.249,14.254,5.557,-1666.12,8.055,3584.24,636.49,2.1642,-9.89,True
7.29,3.792,-190.8,608.67,17.271,-293.13,0,7414.026,-11403.66,0,-2.1297,-0.46,18.742,10.695,7.612,-1504.64,6.4458,3341.02,816.03,1.2525,-11.08,False
9.45,0.7264,-195.14,609.77,11.025594,29.37,1,7449.612,-11016.51,0,-2.4546,-0.46,18.478,16.72,5.30376,-1466.92,6.327,3287.79,-324.93,1.3119,-10.65,True
7.14,1.4362,-202.22,-200.03,11.10075,-5.43,1,7430.6156,-11495.07,1,-1.362,-1.46,17.17803,9.14314,6.3766,-5130.52,9.57,3363.3909,77.17,2.0532,,False
10.953,3.4,-180.82,1004.59,12.7164,843.471,1,7446.33,-11683.62,0,-1.5684,-1.46,23.904,16.362,5.643,-1557.58,11.655,3451.51,793.22,5.154,-9.71,True
6.909,0.6258,-185.64,2505.97,12.8931,859.887,0,7518.64,-11896.62,0,-0.97269,-1.46,19.841,9.8984,5.29538,-2007.72,6.7461,3343.93,-968.93,10.404,-9.65,True
11.721,2.63,-161.164,1033.6,11.5152,993.51,1,7720.42,-11185.29,0,-4.857,-0.46,16.1853,10.437,5.7018,-1056.92,5.21643,3502.44,596.07,2.6865,-10.29,True
3.7008,3.582,-176.272,785.67,12.9243,-77.13,1,7374,-13785.12,0,-3.3666,-0.46,16.8367,9.6942,5.4394,-1971.92,5.6373,4046.74,508.47,1.5834,,True
4.1328,0.5588,-189.72,1262.67,13.7013,677.13,1,7135.22,-16303.92,0,-2.307,-1.46,15.986,9.7226,5.30334,-2764.12,13.908,3357.282,2020.07,2.931,-8.31,False
4.3452,1.2898,-174.33,732.37,13.2153,461.07,1,7423.146,-11350.02,1,-3.729,-0.46,4.2,10.4114,6.0912,-1642.28,6.942,3519.54,25.87,2.9508,-11.1,True
10.527,1.82,-168.106,937.37,11.4453,865.224,0,7363.22,-11115,1,-3.753,-0.46,12.739,9.3014,5.8342,521.48,6.4992,3223.54,761.98,4.689,-8.35,False
10.137,0.38572,-170.892,1401.87,12.9414,251.97,0,7563.32,-11382.27,0,-1.4271,-1.46,16.813,9.825,7.494,-1688.62,6.9921,3180.84,-4463.93,0.96468,,True
4.3422,4.496,-180.76,1072.26,17.403,802.17,1,7467.72,-13837.62,1,-8.454,-1.46,12.263,10.533,8.294,-1853.32,6.8412,3333.63,771.53,5.742,,False
4.1061,5.364,-181.76,-380.03,11.29743,721.71,0,7273.06,-13543.62,1,-1.1004,-0.46,18.378,9.14642,5.6726,-3610.52,6.9096,3456.95,783.04,5.424,,False
4.038,4.314,-159.125,772.17,11.010075,816.3,1,7470.12,-10033.92,1,-3.5472,-1.46,21.132,10.2592,5.5618,-1128.92,6.8232,3651.44,567.87,6.117,,True
4.4049,6.434,-177.102,-478.03,11.09529,642.12,0,7382.36,-11627.22,0,-1.2237,-0.46,14.622,10.7356,7.089,-1659.18,11.409,3299.08,808.02,4.845,-8.65,False
12.9,0.6402,-180.14,985.19,11.014134,637.86,0,7399.08,-11465.04,1,-5.253,-1.46,12.437,11.816,5.7378,-1595.98,8.784,3459.87,-6.83,2.4519,-9.05,True
5.793,2.386,-186.26,1007.6,12.609,779.25,1,7284.5,-11629.62,1,-11.088,-0.46,8.888,10.5848,7.802,-1562.04,5.33595,3572.84,804.08,6.327,,True
6.66,3.732,-166.87,-508.03,12.5307,791.19,1,7391.78,-10913.82,1,-1.1577,-1.46,11.287,10.7366,6.7934,-1187.92,7.2537,3358.986,748.18,4.251,,False
10.299,1.252,-168.202,1551.57,11.7105,934.05,0,7430.587,-11197.35,0,-1.2117,-0.46,14.014,11.166,7.234,-1256.52,5.5812,3226.14,103.07,7.185,-8.43,True
7.56,5.28,-162.784,1064.565,11.19537,891.099,1,7380.2,-11591.37,0,-5.283,-0.46,14.036,9.7574,6.2624,-1214.92,6.9687,3635.14,665.8,9.93,,False
3.46899,3.252,-158.977,1189.87,12.7275,896.193,0,7401.8,-16318.92,0,-2.0829,-1.46,17.2018,9.2032,7.554,-601.72,5.31372,2907.14,803.02,6.207,,False
5.5155,0.6354,-166.664,827.67,13.1646,645.09,1,7449.526,-11785.62,1,-3.2712,-0.46,16.3269,9.3304,7.608,-2249.52,5.6877,3354.334,1097.77,3.849,-9.88,False
3.744,0.5246,-227.8,1353.77,11.13606,837.75,0,10508.22,-23767.92,1,-2.4237,-0.46,13.143,13.578,8.56,-1775.32,5.6961,3847.24,1746.07,10.899,,False
4.1559,4.536,-158.3968,1036.39,12.1986,825.84,0,7403.9,-12938.82,1,-2.0013,-0.46,16.7774,9.8044,5.6598,-1710.08,18.549,3392.36,527.77,4.089,,False
4.2711,0.5762,-200.12,482.47,11.8659,612.99,1,7444.108,-10553.52,0,-2.6196,-1.46,18.857,15.886,6.0442,-1506.48,5.22468,5541.64,-1663.93,3.7551,,True
14.697,0.8258,-177.174,1068.411,11.0727,696.21,1,7395.6,-11446.47,0,-5.091,-1.46,17.1706,14.654,5.418,-1601.14,9.891,3359.416,-353.93,2.8335,,False
7.212,1.4966,-162.62,1026.83,12.3822,912.99,0,7414.738,-10914.12,1,-6.837,-0.46,16.7197,10.7444,8.236,-996.52,5.28627,3473.14,671.19,8.577,-9.22,False
4.3245,3.892,-161.084,950.07,11.25357,972.45,0,6158.02,-9402.12,0,-1.2831,-1.46,16.062,10.1106,5.9404,-835.72,7.761,3205.04,656.27,2.8623,,False
4.8228,1.3928,-167.242,1276.37,11.03766,699.69,0,7301.82,-13759.02,1,-1.3284,-0.46,25.934,11.776,7.362,-1728.92,6.1173,3720.64,1005.57,2.1489,,False
8.586,0.41574,-180.94,1084.04,12.9465,722.4,0,7392.3,-11744.52,0,-7.299,-1.46,18.947,9.5678,6.094,-2984.32,5.8833,3022.94,-3678.93,4.851,,True
3.6051,1.2828,-175.87,170.07,12.3435,-384.93,1,7603.68,-16330.92,0,-1.2624,-0.46,13.243,10.4018,5.3226,-1855.12,14.439,3361.9739,660,1.3902,,False
5.283,0.542,-180.58,104.07,13.4136,-498.33,0,7582.36,-11726.82,0,-1.4283,-1.46,29.23,9.6378,6.068,-1997.92,6.624,3223.04,1845.07,1.4034,,False
7.005,1.0924,-163.12,857.67,11.010135,709.95,0,7431.3802,-11984.52,0,-2.7273,-0.46,19.362,9.3818,6.1956,-2974.92,5.33997,5247.64,50.17,4.764,,True
8.925,3.996,-193.94,2560.97,11.021193,608.67,0,7450.118,-12088.02,1,-0.96414,-1.46,25.996,12.72,8.102,-1755.72,6.2787,3484.24,807.62,1.8123,,True
4.7973,1.4568,-164.3,981.12,19.542,822.96,1,8000.82,-11875.92,0,-1.647,-0.46,22.114,12.472,6.4036,-1530.526,11.73,3350.36,682.83,4.701,-10.28,False
4.4316,8.424,-162.486,1103.11,11.3697,572.94,0,7452.84,-12658.92,1,-3.3399,-0.46,20.393,10.979,6.8438,-1697.16,8.31,3352.693,651.93,1.6362,,True
4.0059,0.5568,-215.34,-622.03,11.010948,-53.13,0,7438.616,-12931.92,1,-1.1022,-1.46,17.3321,9.13998,6.8506,-2123.92,6.132,4001.24,-1178.93,1.3404,,True
6.0393,4.286,-187.3,1075.44,11.010973,803.13,1,7254.26,-11770.32,1,-7.134,-0.46,8.912,10.5926,5.4982,-1561.52,6.9432,3460.14,601.27,1.2231,-9.79,True
7.299,4.142,-272.44,-2202.03,18.801,799.35,1,7375.86,-11722.92,0,-0.84897,-1.46,13.841,11.284,5.5472,-1434.38,6.4035,3953.44,813.73,2.6754,-9.61,True
6.609,0.9502,-190.8,1247.47,16.464,1390.77,0,7427.114,-10837.92,0,-2.5785,-1.46,30.91,13.08,8.612,-1320.52,6.9693,3279.75,-376.93,1.9485,,True
8.712,4.488,-191.4,651.87,11.25723,-392.73,0,7452.74,-11665.02,0,-3.855,-1.46,20.344,11.166,5.17306,-1780.72,5.27793,5206.64,819.83,1.7805,-9.03,False
3.8862,0.4724,-161.948,1550.87,12.3981,723.6,1,7339.04,-16972.92,0,-1.1865,-1.46,15.722,13.868,8.34,-1728.72,9.678,3364.692,-2423.93,4.524,,False
3.58302,3.278,-165.948,1020.57,11.04504,850.638,0,7438.58,-7318.92,1,-13.107,-0.46,20.923,9.384,5.6604,-79.32,8.109,3316.63,769.11,7.002,-6.42,False
5.8185,6.574,-165.524,536.57,11.14674,1424.37,0,7308.74,-11116.11,1,-2.0367,-1.46,20.017,11.084,7.99,-1060.32,12.288,3435.58,868.97,1.05531,,True
4.6011,1.0946,-180.92,584.27,11.18397,746.07,0,7022.22,-11639.22,0,-2.3061,-0.46,22.18,13.872,8.54,-1452.9,9.726,3474.64,1121.47,3.1884,-9.34,False
3.7353,7.466,-172.032,1149.69,11.09484,795.96,0,7438.314,-16144.92,1,-2.4474,-1.46,17.711,11.66,5.5268,-1807.32,6.417,3163.84,630.33,8.019,-8.61,False
9.228,1.2486,-158.2376,890.17,11.3958,-39.93,0,7404.88,-11665.02,0,-3.747,-1.46,20.046,9.1862,9.442,-4138.52,8.169,3528.54,112.17,1.5543,,True
6.489,0.834,-174.96,1148.18,11.022981,791.4,1,7376.22,-12716.82,1,-6.3,-1.46,19.853,12.04,5.834,-1816.72,5.5152,3357.177,1590.07,4.002,,False
7.014,2.916,-161.962,-501.03,13.2429,-1047.93,0,7404.86,-11121.24,0,-1.1961,-1.46,13.328,10.6658,8.456,-1344.18,5.23242,4841.64,539.17,1.01106,,True
6.522,1.3852,-162.924,648.47,11.19678,617.46,0,7435.584,-10583.22,1,-3.2739,-1.46,22.17,12.476,6.2752,-1366.28,9.447,3384.87,11.27,2.9466,-11,True
4.5966,1.4746,-218.92,942.07,12.1842,892.431,1,7418.908,-10423.62,1,-1.4028,-0.46,17.4302,12.482,5.638,-1381.82,5.27301,1585.64,624.25,2.5668,,False
5.5674,1.583,-178.48,914.37,13.764,855.051,0,7447.618,-11178.27,1,-4.263,-0.46,14.859,9.348,7.358,-14.52,17.697,3376.57,1028.87,5.916,,False
7.119,1.0994,-179,-1709.03,11.3862,800.4,0,7434.922,-11182.8,1,-0.855,-1.46,15.396,9.6434,6.147,-989.52,5.30418,4276.84,99.67,3.345,-10.57,True
6.1809,0.6946,-164.504,1327.57,11.30178,958.98,1,7377.72,-11892.12,1,-3.5889,-0.46,22.671,12.416,6.1394,-1478.68,6.2385,3576.94,-563.93,7.755,,True
5.6505,2.788,-163.226,846.87,14.199,588.57,0,7401.86,-10989.72,1,-4.038,-0.46,17.996,9.406,7.944,-402.92,5.6289,4261.44,453.97,1.5807,,True
12.924,0.527,-173.406,970.32,12.1878,662.04,0,7537.84,-11573.52,0,-7.359,-0.46,19.019,10.8554,5.9642,-1970.12,7.2885,3536.64,-1329.93,5.433,,True
5.4108,2.34,-168.302,1075.54,12.1401,822.24,1,7512.82,-11464.41,0,-3.0129,-0.46,18.589,14.432,8.17,-1503.12,8.22,3360.753,470.77,1.1313,,True
4.029,0.5564,-166.804,816.97,11.3943,29.37,1,7372.4,-12065.52,0,-3.816,-0.46,18.676,9.7082,9.124,-2171.92,6,3308.25,-1500.93,1.9527,-7.85,True
3.8394,1.7274,-188.28,882.57,11.08002,626.82,1,7627.4,-15088.92,1,-4.071,-0.46,12.443,9.6488,7.32,-2545.92,7.3806,3524.94,238.07,4.437,-9.14,True
3.6837,1.0824,-174.168,210.57,11.15841,-2177.43,0,7497.34,-10169.22,1,-1.6896,-0.46,13.387,9.757,9.366,-1182.32,11.475,3371.018,948.37,0.95757,,False
9.798,0.6782,-179.5,1014.44,11.3121,891.477,0,7446.974,-11363.46,1,-7.734,-1.46,16.3153,9.4402,6.8364,-479.92,5.19387,7149.64,363.67,5.748,,True
5.2968,5.504,-190.78,-308.03,11.0589,-2045.13,0,7421.43,-12055.32,0,-1.2711,-1.46,21.123,16.626,7.344,-1599.44,6.4794,3224.74,806.06,1.1436,-10.6,False
4.1718,1.4982,-227.4,63.37,17.61,739.77,0,7396.56,-13366.02,0,-1.1244,-0.46,16.98816,11.786,5.23924,-1682.78,5.29629,4029.04,595.67,5.76,,False
3.5142,0.47,-157.71516,1163.57,13.6845,427.77,1,7574.68,-16543.92,1,-4.179,-1.46,26.18,10.4042,6.8502,-1759.12,6.7464,3141.44,-2494.93,1.1349,,False
4.0887,0.4686,-163.034,827.37,11.8296,665.01,1,7403.6,-14374.92,0,-3.2535,-1.46,24.274,13.518,6.0006,-1678.82,6.1977,3818.24,-2254.93,4.935,-10.5,True
6.0249,2.147,-158.2872,999,11.29989,672.33,0,7160.02,-10930.32,0,-4.905,-1.46,21.658,9.8284,5.549,-928.72,9.171,3289.94,742.2,1.03476,-9.45,False
3.9468,0.5982,-157.9336,767.47,11.010003,792.3,1,7536.74,-11955.72,0,-3.1824,-1.46,19.756,10.769,6.4068,-1287.52,5.4984,4815.64,1220.47,3.3312,,True
6.615,1.4352,-167.038,594.37,12.4857,817.26,1,7379.88,-11238.18,1,-1.6725,-1.46,24.524,10.208,7.0104,-1237.32,9.888,3451.89,181.47,3.3468,,True
3.8658,4.212,-164.016,1070.1,11.034489,1014.12,0,7419.182,-10411.32,1,-8.709,-0.46,19.47,9.4626,7.278,-82.12,5.5182,3352.41,728.566,3.5115,,False
4.3419,1.7414,-166.036,843.07,12.0528,669.72,0,7385.04,-13373.22,0,-1.7463,-1.46,10.623,9.9832,6.2922,-2044.32,8.382,3339.63,849.27,3.759,-8.52,False
4.2621,4.686,-270.3,1132.54,11.15415,781.44,0,7568.58,-14233.32,1,-0.93045,-0.46,21.465,15.386,5.20762,-1623.4,7.341,3348.52,762.59,6.033,,False
6.543,3.61,-187.86,986.61,11.25936,970.53,1,7493.78,-11019.75,0,-1.5561,-1.46,17.9021,18.064,6.2492,-1461.74,7.455,3381.15,549.97,2.7921,,False
4.5798,1.1376,-173.912,1162.07,13.4466,1152.99,0,7427.862,-10645.62,0,-1.6398,-0.46,19.567,9.6814,5.436,-633.52,5.5269,3186.74,295.07,1.9071,-10.49,True
11.853,3.854,-162.572,1131.13,11.013252,787.11,1,7419.686,-11724.42,0,-4.512,-1.46,20.996,11.972,5.9196,-1715.62,5.33208,4184.74,795.09,2.8389,-10.58,True
9.279,2.59,-164.81,1116.77,12.4767,781.35,0,7432.1182,-11587.89,0,-5.37,-1.46,25.997,10.1912,6.16,-1983.92,7.3734,3240.34,423.57,4.599,-11.89,True
3.9975,1.6576,-176.666,1103.06,11.823,1284.87,1,7423.962,-12100.32,1,-6.729,-0.46,10.496,9.653,8.618,-857.92,10.494,3451.67,216.47,1.902,,True
6.495,1.1096,-160.864,864.37,11.4876,353.37,0,6899.22,-12060.72,1,-4.179,-1.46,17.8002,11.55,6.8424,-1727.12,6.7035,3624.64,888.97,2.3292,-10.24,True
15.609,1.2552,-213.62,1179.47,11.026371,956.76,0,7493.26,-11330.694,0,-1.7049,-1.46,16.1105,12.404,6.7754,-1432,11.736,3347.16,788.87,2.6904,-9.96,False
3.49623,3.354,-182.24,1385.87,14.709,762.03,0,7655.22,-23545.92,1,-1.3926,-0.46,15.111,9.205,5.4678,-3267.52,14.307,3356.959,749.37,2.4426,,False
3.7026,3.786,-165.316,581.87,11.5653,853.113,0,7413.368,-10164.12,0,-1.6833,-1.46,22.142,10.2864,7.568,-1216.12,11.259,3414.8,572.97,8.895,-11.78,True
3.7494,0.5784,-198.1,-2468.03,15.15,581.34,1,7424.092,-12814.02,1,-0.95694,-0.46,25.599,9.3908,5.2498,-2442.32,5.727,3863.24,-1705.93,4.137,-8.44,True
4.5027,2.1058,-163.408,1387.17,12.7284,1537.17,0,7420.226,-11357.01,1,-1.6869,-1.46,12.643,13.764,6.5056,-1440.9,9.576,3424.97,163.97,1.4112,-11.29,True
3.8148,2.702,-182.74,1090.95,24.537,787.77,1,7531.86,-15256.92,1,-4.521,-0.46,19.857,9.1952,6.1224,-3878.52,5.9997,3383.28,479.47,4.881,-8.48,False
4.8195,1.1882,-206.86,844.57,11.811,724.56,1,7589.76,-11019.39,0,-4.635,-1.46,19.746,12.934,5.5148,-1491.6,5.4678,3691.84,373.77,5.013,-11.27,True
8.145,4.048,-177.474,1004.53,14.421,787.98,1,7464.96,-11494.8,1,-2.3595,-0.46,19.519,11.234,6.9566,-1730.92,6.7392,3164.84,550.67,7.575,,False
5.043,0.37414,-169.9,876.67,15.882,-3137.43,0,7475.08,-11856.12,0,-3.876,-1.46,16.8602,10.1196,7.392,-1975.72,5.6955,3312.25,-4777.93,0.99867,-8.91,True
5.6265,1.1482,-167.54,963.36,11.011078,-769.23,0,7469.78,-11186.16,0,-9.033,-0.46,15.336,10.988,6.8726,-1396.06,7.2402,3381.77,1053.17,1.0884,-9.97,False
7.8,4.55,-165.528,5.97,11.27127,677.91,1,7419.398,-11325.951,0,-1.2477,-1.46,22.478,13.118,7.588,-1445.88,9.372,3408.46,787.02,2.1696,-9.61,True
8.592,0.8364,-166.624,920.87,11.08818,512.37,0,7427.738,-11624.52,1,-5.31,-0.46,15.951,15.674,8.1,-1597.48,5.2356,5822.64,-413.93,2.9232,-10.1,True
9.732,2.938,-162.47,1237.17,11.20389,892.902,0,7367.26,-11397.45,0,-1.3161,-1.46,19.78,10.0554,7.35,-1334.74,9.192,3309.17,825.37,3.6282,,False
7.725,3.294,-157.83382,1014.39,11.7309,908.94,1,7420.276,-11617.02,0,-1.9341,-0.46,14.848,11.234,7.81,-1432.74,5.5998,4046.24,786.17,3.1956,,False
4.0191,1.549,-168.17,1080.6,11.08287,939.09,1,7433.216,-12007.62,1,-6.159,-1.46,15.686,9.17796,6.3976,342.68,5.6235,4015.64,288.47,4.962,,True
8.325,2.468,-172.204,1005.94,11.11188,32.67,1,7532.82,-11660.82,0,-13.785,-1.46,13.276,10.9044,5.7586,-1799.92,5.9757,3370.129,857.87,1.8792,,False
4.6173,3.11,-217.98,870.67,11.4945,795.93,1,7428.713,-11061.9,1,-3.0429,-1.46,17.184,9.6844,7.073,-921.12,5.33877,4858.64,511.47,1.8291,-11.07,True
5.2707,1.6584,-174.028,1214.17,11.27094,772.35,0,7385.72,-13104.72,1,-1.2489,-0.46,19.666,12.654,5.434,-1659.98,6.7827,3610.94,941.77,2.9658,-10.04,False
5.8587,2.1674,-181.18,1905.27,17.484,759.72,1,7407.58,-12846.12,1,-1.2732,-0.46,22.382,15.948,5.4478,-1621.1,17.562,3380.51,772.09,1.4958,-10.56,True
7.884,2.758,-163.686,-459.03,11.012201,668.34,0,7424.608,-11363.94,1,-1.3722,-0.46,18.636,9.521,6.5012,-1628.64,6.4869,3551.54,693.55,4.896,,True
4.5483,1.4916,-161.048,981.57,11.03928,250.77,0,5682.02,-13061.52,0,-5.793,-0.46,17.74,9.5854,7.286,-2001.52,9.252,3470.74,774.75,1.5069,-9.81,False
3.7194,2.868,-161.982,1058.95,11.014014,986.07,0,7475.92,-10850.52,1,-6.573,-1.46,14.343,11.632,5.8344,-1344.78,9.312,3336.95,765.8,2.2659,,False
6.75,1.5986,-168.992,771.67,11.04384,852.891,1,7468.08,-10761.12,0,-3.201,-1.46,15.477,10.3272,6.792,-914.92,15.12,3362.4769,781.19,7.875,,False
3.6126,2.1024,-158.3352,1068.454,11.029896,914.37,1,5898.82,-12885.12,0,-6.12,-1.46,12.202,9.2612,7.262,-177.12,6.1419,3741.94,438.77,6.579,-10.93,True
